50,19,0.94356,0.00018651,0.00026718
27,50,0.13193,0.00067163,0.00038175
50,50,0.48759,0.00045082,0.00034095
50,50,0.54464,0.00064373,0.00016284
23,7,0.25731,0.00012521,0.00047061
50,50,0.33275,0.00029581,0.00075302
50,50,0.40323,0.00088753,6.2924e-05
50,50,0.81572,0.00047554,0.00098309
50,50,0.89794,0.00015404,0.00041087
50,50,0.37377,0.00069392,0.00094132
50,36,0.28784,0.00024968,0.00037669
50,50,0.66293,0.00090167,0.00096608
27,50,0.41338,0.0009259,0.00067125
50,39,0.96023,0.0006697,0.0009855
49,50,0.30312,0.00089963,0.00081359
21,25,0.84553,9.2509e-05,0.00047659
46,37,0.15142,0.00017841,0.00056603
7,50,0.83255,0.00043278,0.00098648
50,46,0.99896,0.00072859,0.00093434
36,34,0.48863,0.00054281,0.00065529
50,50,0.45844,0.00045165,0.00044607
50,50,0.87721,0.0001574,0.00079765
50,26,0.16426,0.00063925,0.00040676
50,50,0.40027,0.00044352,0.00093268
22,29,0.17928,0.00097804,0.00050191
50,50,0.50945,0.00025997,0.00026112
49,7,0.55908,0.00037329,0.00097354
27,43,0.030486,0.00063138,0.0005671
50,41,0.86715,4.1343e-05,0.00019555
3,50,0.28919,0.00023393,0.00031105
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
31,76,0.5442292253959519,0.00036995516655437965,0.0006237240366663848
